WORD,‚òÖ,TYPE,üò†,üí©,üê∏,ü§°,üë©üèº,üê∑,üë≥üèΩ,‚úäüèª,‚òùüèΩ,?
dune coon,4,NOUN,,,,,,,TRUE,,,FALSE
parody,1,NOUN,,,,TRUE,,,,,,TRUE
spear chucker,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
bollock,3,NOUN,,TRUE,,,,TRUE,,,,FALSE
tans,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
hooknose,3,NOUN,,,,,,,TRUE,,TRUE,FALSE
poop,1,NOUN,,TRUE,,,,,,,,FALSE
skinflute,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
niggors,4,NOUN,,,,,,,TRUE,,,FALSE
blaxican,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
fatfucker,3,NOUN,,,,,,TRUE,,,,FALSE
ninny,2,NOUN,,,FALSE,TRUE,,,,,,FALSE
butt pirate,3,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
moonbat,3,NOUN,,,,TRUE,,,,TRUE,,FALSE
phukking,2,VERB,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
moss eater,4,NOUN,,,,,,,TRUE,,,FALSE
mafia,0,NOUN,TRUE,,,,,,,,,FALSE
gipps,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
floppies,2,NOUN,,,,,,,TRUE,,,FALSE
puke,1,VERB,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
sixtyniner,1,NOUN,,,,,,TRUE,,,,FALSE
angies,2,NOUN,,,,,,,TRUE,,,FALSE
brownie,4,NOUN,,,,,,,TRUE,,,FALSE
cushi,1,NOUN,,,,,,,TRUE,,,FALSE
hooligan,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
dragqween,1,NOUN,,,,,TRUE,,,,,FALSE
smut,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
fondle,0,VERB,,,,,,TRUE,,,,FALSE
cairo coons,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
savagely,1,ADJ,TRUE,,TRUE,,,,,,,FALSE
kneegroes,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
blockheads,2,NOUN,,,,,,,TRUE,,,FALSE
greaseballs,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
cumfest,1,NOUN,TRUE,,,,FALSE,TRUE,,,,FALSE
rectum,0,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
madman,3,NOUN,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
stomp,2,VERB,TRUE,,,,,,,,,FALSE
pom,4,NOUN,,,,,,,TRUE,,,FALSE
douchelord,2,NOUN,,,TRUE,,,,,,,FALSE
shitass,2,NOUN,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
xenophobe,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
willy,2,NOUN,,TRUE,,,,TRUE,,,,TRUE
wasps,2,NOUN,,,,,,,TRUE,,TRUE,TRUE
rice niggers,4,NOUN,,,,,,,TRUE,,,FALSE
border nigger,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
vulture,3,NOUN,,,TRUE,,,,,FALSE,,FALSE
slutting,4,VERB,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
penisface,2,NOUN,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
beginner,1,NOUN,FALSE,,,TRUE,,,,,,TRUE
munt,4,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
floppy,3,NOUN,,,,,,TRUE,FALSE,,,FALSE
nonce,4,NOUN,TRUE,,,,,TRUE,,,,FALSE
cumming,1,VERB,,,,,,TRUE,,,,FALSE
quashie,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
vagrant,2,NOUN,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
str8,0,ADJ,,,,,TRUE,,,,,TRUE
ghetto,2,NOUN,,,,,,,TRUE,,,FALSE
forni,2,NOUN,TRUE,,,,,,,,,FALSE
mackerel snappers,2,NOUN,,,,,,,,,TRUE,FALSE
sleeze,2,NOUN,,,TRUE,,,,,,,FALSE
cybersex,0,NOUN,TRUE,,,,,TRUE,,,,FALSE
bushnigger,4,NOUN,,,,,,,TRUE,,,FALSE
buddhaheads,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
border jumpers,3,NOUN,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
swallow,0,VERB,,,,,,TRUE,,,,FALSE
cousinfucker,3,NOUN,,,,,,TRUE,,,,FALSE
feltch,2,VERB,,,,,,TRUE,,,,FALSE
abcd,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
hebe,4,NOUN,,,,,,,,,TRUE,FALSE
zionazi,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
fagshit,4,NOUN,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
dumps,1,NOUN,,TRUE,,,,,,,,FALSE
twatwaffle,3,NOUN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
durka durkas,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
threeway,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
boogat,4,NOUN,,,,,,,TRUE,FALSE,FALSE,FALSE
sawnies,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
pusy,2,NOUN,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
dagos,3,NOUN,,,,,,,TRUE,,,FALSE
ice monkey,3,NOUN,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
licker,2,NOUN,,,,,,TRUE,,,,FALSE
farted,0,VERB,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
mazel,0,ADJ,,,,,,,,,TRUE,FALSE
muzzpig,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
meatrack,1,NOUN,,,,,,TRUE,,,,FALSE
ne'er-do-well,2,NOUN,TRUE,,TRUE,,,,,,,FALSE
cuntass,4,NOUN,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ayo,0,INTJ,TRUE,,,,,,,,,FALSE
tinkeres,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ragheads,4,NOUN,,,,,,,TRUE,,,FALSE
bog hopper,2,NOUN,,,,,,,TRUE,,,FALSE
chad thundercock,3,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
asspuppies,2,NOUN,TRUE,,,,,,,,,FALSE
timbernigger,4,NOUN,,,,,,,TRUE,,,FALSE
scrotum,0,NOUN,,,,,,TRUE,,,,FALSE
niggarding,4,NOUN,,,,,,,TRUE,,,FALSE
boon,3,NOUN,,,,,,,TRUE,,,TRUE
bimbo,3,NOUN,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
beastiality,3,NOUN,,,TRUE,,,TRUE,,,,FALSE
moped,3,NOUN,,,TRUE,,TRUE,TRUE,,,,FALSE
ocker,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
prairie nigger,4,NOUN,,,,,,,TRUE,,,FALSE
tynkards,4,NOUN,,,,,,,TRUE,,,FALSE
idiotist,2,NOUN,,,,TRUE,,,,,,FALSE
jackoff,2,VERB,,,,,,TRUE,,,,FALSE
fagbags,4,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
uncle tom,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
smoke jumper,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
honkey,3,NOUN,,,,,,,TRUE,,,FALSE
bespawler,2,NOUN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
millies,3,NOUN,,,,,,,TRUE,,,FALSE
smoked irish,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
kumming,2,VERB,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
doguns,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ethnicity,0,NOUN,,,,,,,TRUE,,,FALSE
neejee,4,NOUN,,,,,,,TRUE,,,FALSE
boongs,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
boang,2,ADJ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
smelly,2,ADJ,FALSE,TRUE,,,,,,,,TRUE
micks,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
cripples,4,NOUN,,,,,,,TRUE,,,FALSE
butt,1,NOUN,,,,,,TRUE,,,,FALSE
ubangees,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
sexing,1,VERB,,,,,,TRUE,,,,FALSE
fog nigger,4,NOUN,,,,,,,TRUE,,,FALSE
ginzo,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
priest,2,NOUN,,,,,,,,,TRUE,FALSE
lingerie,0,NOUN,,,,,TRUE,,,,,FALSE
swallower,1,NOUN,,,,,,TRUE,,,,FALSE
hindoo,1,NOUN,,,,,,,TRUE,,,FALSE
okies,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
mothafucka,2,NOUN,,TRUE,,,,,,,,FALSE
coloreds,0,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
holestuffer,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
cornhole,2,NOUN,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
flake,3,NOUN,,,TRUE,,,,,,,TRUE
twerp,2,NOUN,TRUE,,TRUE,,,,,,,FALSE
dike,4,NOUN,,,,,TRUE,,,,,FALSE
mothafuckin,2,ADJ,,TRUE,,,,TRUE,,,,FALSE
testicles,0,NOUN,,,,,,TRUE,,,,FALSE
slopehead,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
silverback,4,NOUN,,,,,,,TRUE,,,FALSE
poo,1,NOUN,,TRUE,,,,,,,,FALSE
hookers,3,NOUN,,,,,TRUE,TRUE,,,,FALSE
flipette,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
swazi,0,ADJ,,,,,,,TRUE,,,FALSE
sub human,4,NOUN,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fruitcake,2,NOUN,,,,,TRUE,,,,,FALSE
pancakes,3,NOUN,,,,,,,TRUE,,,TRUE
fuzzy wuzzy,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
hillbillies,3,NOUN,TRUE,,FALSE,TRUE,,,,,,FALSE
minx,2,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
honkies,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
cockblocker,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
chavette,4,NOUN,TRUE,,,,,,,,,FALSE
scripture,0,NOUN,,,,,,,,,TRUE,FALSE
ethiopian,0,ADJ,,,,,,,TRUE,,,FALSE
mutt,3,NOUN,,,,,,,TRUE,,,FALSE
shithouse,2,NOUN,,TRUE,,,,,,,,FALSE
yardies,3,NOUN,,,,,,,TRUE,,,FALSE
hunky,3,ADJ,,,,,,,TRUE,,,TRUE
raped,1,ADJ,,,,,,TRUE,,,,FALSE
pickaninny,4,NOUN,,,,,,,TRUE,,,FALSE
poppadom,4,NOUN,,,,,,,TRUE,,,FALSE
judeo,0,ADJ,,,,,,,,,TRUE,FALSE
ricepickers,3,NOUN,,,,,,,TRUE,,,FALSE
ikey,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
dyke jumpers,4,NOUN,,,,,TRUE,,,,,FALSE
guido,3,NOUN,,,,,,,TRUE,,,FALSE
strawberry,3,NOUN,,,,,TRUE,TRUE,,,,TRUE
diddle,2,VERB,,,,,,TRUE,,,,FALSE
nacho,3,NOUN,,,,,,,TRUE,,,TRUE
hoorah henrietta,2,NOUN,TRUE,,,,,,,,,FALSE
wigga,4,NOUN,,,,,,,TRUE,,,FALSE
kondum,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
soup takers,3,NOUN,,,,,,,TRUE,,TRUE,FALSE
bananas,4,NOUN,,,,,,,TRUE,,,TRUE
whash,4,NOUN,,,TRUE,,,,TRUE,,,FALSE
rere,3,ADJ,,,,TRUE,,,,,,FALSE
chi chi,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
fuzzy,3,ADJ,,,,,,,TRUE,,,TRUE
homo,3,NOUN,,,,,TRUE,,,,,FALSE
can eaters,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
pornking,1,NOUN,,,,,,TRUE,,,,FALSE
asswhore,3,NOUN,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
zhid,4,NOUN,,,,,,,TRUE,,TRUE,FALSE
chonkies,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
freaky fucker,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
slutt,4,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
aunt jane,1,NOUN,,,,,,,TRUE,,,TRUE
sissy,3,NOUN,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
fucka,3,NOUN,,TRUE,,,,,,,,FALSE
abc,2,NOUN,,,,,,,TRUE,,,FALSE
paki,3,NOUN,,,,,,,TRUE,,,FALSE
popolo,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
sumthin,0,NOUN,TRUE,,,,,,,,,FALSE
larper,0,NOUN,,,,TRUE,,,TRUE,,,FALSE
island niggers,4,NOUN,,,,,,,TRUE,,,FALSE
toilet,0,NOUN,TRUE,,,,,,,,,FALSE
bum,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
whigga,4,NOUN,,,,,,,TRUE,,,FALSE
buggered,2,NOUN,,,,,,TRUE,,,,FALSE
nerd,1,NOUN,,,,TRUE,,,,,,FALSE
ahabs,3,NOUN,,,,,,,TRUE,,,FALSE
fetish,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
curry stinker,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
pocha,4,NOUN,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
mockey,4,NOUN,,,,,,,TRUE,,,FALSE
croweaters,1,NOUN,,,,,,,TRUE,,,FALSE
philosemite,1,NOUN,,,,,,,,,TRUE,FALSE
africoon,4,NOUN,,,,,,,TRUE,,,FALSE
doom,0,NOUN,TRUE,,,,,,,,,FALSE
dummy,2,NOUN,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
analannie,2,NOUN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
feminazis,4,NOUN,,,,,TRUE,,,,,FALSE
sodomy,2,NOUN,,,,,,TRUE,,,FALSE,FALSE
newfies,2,NOUN,,,,TRUE,,,TRUE,,,FALSE
ikes,4,NOUN,,,,,,,,,TRUE,FALSE
cocksucker,4,NOUN,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
sonofamotherlessgoat,3,NOUN,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ofays,3,NOUN,,,,,,,TRUE,,,FALSE
sambo,4,NOUN,,,,,,,TRUE,,,FALSE
proddy dogs,3,NOUN,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
anns,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
teabagger,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
somalian,0,ADJ,,,,,,,TRUE,,,FALSE
brutally,0,ADV,TRUE,,,,,,,,,FALSE
squareheads,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
lobotomize,1,VERB,TRUE,,,TRUE,,,,,,FALSE
ching,4,NOUN,,,,,,,TRUE,,,FALSE
anchor babies,2,NOUN,,,,,,,TRUE,,,FALSE
coconut,4,NOUN,,,TRUE,,,,TRUE,,,FALSE
skankbitch,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE
schlong,1,NOUN,,,,,,TRUE,,,,FALSE
bounty bar,2,NOUN,,,,,,,TRUE,,,FALSE
swastika,1,NOUN,,,,,,,,TRUE,,FALSE
mickey finn,1,NOUN,,,,,,,TRUE,,,TRUE
dickless,2,ADJ,,,,,,TRUE,,,,FALSE
horde,1,NOUN,,,TRUE,,,,,,,FALSE
blackout,0,NOUN,TRUE,,,,,,,,,FALSE
pornofreak,2,NOUN,,,TRUE,,,TRUE,,,,FALSE
greaser,4,NOUN,,,,,,,TRUE,,,FALSE
christ killers,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
flipabeanos,4,NOUN,,,,,,,TRUE,,,FALSE
whigger,4,NOUN,,,,,,,TRUE,,,FALSE
kidnapped,1,ADJ,TRUE,,,,,,,,,FALSE
pussyeater,2,NOUN,,,,,,TRUE,,,,FALSE
buttfuck,3,VERB,,,,,,TRUE,,,,FALSE
feces,1,NOUN,,TRUE,,,,,,,,FALSE
hellfire,1,NOUN,TRUE,,,,,,,,,FALSE
palesimian,4,NOUN,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
yoof,1,NOUN,TRUE,,TRUE,,,,,,,FALSE
hook,3,NOUN,,,,,TRUE,,,,,FALSE
dot head,3,NOUN,,,,,,,TRUE,,,FALSE
eunuch,3,NOUN,,,,,TRUE,,,,FALSE,TRUE
assmuncher,3,NOUN,,,,,,TRUE,,,,FALSE
clog wog,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
tree nigger,4,NOUN,,,,,,,TRUE,,,FALSE
gypoes,3,NOUN,,,,,,,TRUE,FALSE,FALSE,FALSE
damnit,2,INTJ,,TRUE,,,,,,,,FALSE
shade,3,NOUN,,,,,,,TRUE,,,TRUE
nurse,0,NOUN,,,,,TRUE,,,,,FALSE
meatbeatter,2,NOUN,,,,,,TRUE,,,,FALSE
cocoas,3,NOUN,,,,,,,TRUE,,,TRUE
simian,2,ADJ,,,TRUE,,,,,,,FALSE
featherhead,3,NOUN,,,,,,,TRUE,,,FALSE
dreamer,1,NOUN,,,,TRUE,,,,,,FALSE
badfuck,2,NOUN,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
orbiter,1,NOUN,,,,,,TRUE,,,,FALSE
kigger,4,NOUN,,,,,,,TRUE,,,FALSE
neck,1,NOUN,,,,,,TRUE,,,,FALSE
bamboo coons,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
dixiedyke,4,NOUN,,,,,TRUE,,,,,FALSE
spaz,3,NOUN,TRUE,,TRUE,TRUE,,,,,,FALSE
backwoodsman,2,NOUN,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
sexymoma,1,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
cab nigger,4,NOUN,,,,,,,TRUE,,,FALSE
waysted,1,NOUN,TRUE,,,,,,,,,FALSE
gaymuthafuckinwhore,4,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
pogue,1,NOUN,,,,,,,TRUE,,,FALSE
pajeet,4,NOUN,,,,,,,TRUE,,,FALSE
hajji,3,NOUN,,,,,,,TRUE,,,FALSE
fenian,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
buttmuncher,2,NOUN,,,,,,TRUE,,,,FALSE
shitted,2,ADJ,FALSE,TRUE,,,,,,,,FALSE
breast,0,NOUN,,,,,TRUE,TRUE,,,,FALSE
enoch,1,NOUN,,,,,TRUE,,,,,FALSE
jafas,3,NOUN,,,,,,,TRUE,,,FALSE
cockfucker,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
puss,3,NOUN,,,FALSE,,,TRUE,,,,FALSE
vagina,0,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
butthole,3,NOUN,,TRUE,,,,TRUE,,,,FALSE
wink,4,NOUN,,,,,,,TRUE,,,TRUE
grostulation,FALSE,NOUN,,,,,,TRUE,,,,FALSE
sideways pussy,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
afro-saxon,1,NOUN,,,,,,,TRUE,,,FALSE
kushis,4,NOUN,,,,,,,TRUE,,,FALSE
kidnapping,1,NOUN,TRUE,,,,,,,,,FALSE
argie,1,NOUN,,,,,,,TRUE,,,FALSE
beaten,0,ADJ,TRUE,,,,,,,,,FALSE
pudboy,1,NOUN,,,,,,TRUE,,,,FALSE
honky,3,ADJ,,,,,,,TRUE,,,FALSE
felcher,1,NOUN,,,,,,TRUE,,,,FALSE
beaner babies,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
bluegums,2,NOUN,,,,,,,TRUE,,,FALSE
queers,1,NOUN,FALSE,,,,TRUE,,,,,FALSE
khazars,4,NOUN,,,,,,,TRUE,,TRUE,FALSE
fornicate,0,VERB,,,,TRUE,,TRUE,,,,FALSE
negroid,4,ADJ,,,,,,,TRUE,,,FALSE
musla,4,NOUN,,,,,,,,,TRUE,FALSE
dolt,4,NOUN,,,,TRUE,,,,,,FALSE
ziojews,4,NOUN,,,,,,,TRUE,,TRUE,FALSE
